"번호","레벨","섹션","유형","id","스크립트/지문","문제","보기1","보기2","보기3","보기4","정답번호","정답내용","참고(일본어해설)","정답OK(Y/N)","검수의견"
"179","TOPIK II (3〜6級)","듣기","듣기","t2-l-exercise-mind","여자: 요즘 매일 새벽마다 운동하던데, 안 피곤해요? 남자: 처음엔 일찍 일어나는 게 힘들어서 그만둘까 했는데요. 여자: 그런데 계속하시네요? 남자: 네, 운동을 하고 나면 하루 종일 머리가 맑고 일도 더 잘되더라고요. 좀 피곤하더라도 이건 꼭 지키려고요.","男性の中心となる考えを選んでください。","운동은 힘들어도 꾸준히 할 가치가 있다.","운동은 새벽보다 저녁에 하는 게 좋다.","피곤하면 운동을 쉬는 것이 낫다.","운동보다 충분한 잠이 더 중요하다.","1","운동은 힘들어도 꾸준히 할 가치가 있다.","「좀 피곤하더라도 이건 꼭 지키려고요」と、効果があるから続けたい姿勢が中心。","",""
"180","TOPIK II (3〜6級)","듣기","듣기","t2-l-sale","여자: (안내방송) 고객 여러분께 안내 말씀 드립니다. 잠시 후 세 시부터 지하 일층 식품 코너에서 마감 세일을 시작합니다. 신선 식품을 최대 반값에 준비했으니 서두르시기 바랍니다. 수량이 한정되어 있어 일찍 매진될 수밖에 없으니 많은 관심 부탁드립니다. 감사합니다.","この放送の目的は何ですか。","세일 행사를 알리고 손님을 모으려고","폐점 시간을 손님에게 안내하려고","잃어버린 물건의 주인을 찾으려고","주차장 이용 방법을 설명하려고","1","세일 행사를 알리고 손님을 모으려고","「마감 세일을 시작합니다…서두르시기 바랍니다」より、セールを知らせ客を集めるのが目的。","",""
"181","TOPIK II (3〜6級)","듣기","듣기","t2-l-late","남자: 죄송해요, 길이 그렇게 막힐 줄 몰랐어요. 여자: 괜찮긴 한데, 미리 연락이라도 한 통 주지 그랬어요. 다들 기다리잖아요. 남자: 사실 출발할 때 깜빡하고 휴대폰을 두고 오는 바람에 연락을 못 했어요. 여자: 그랬군요. 다음부터는 늦더라도 꼭 미리 알려 주세요.","女性が男性に伝えたいことは何ですか。","늦을 때는 미리 연락을 해야 한다.","길이 막히면 일찍 출발해야 한다.","휴대폰을 항상 새것으로 바꿔야 한다.","약속에 늦으면 안 된다고 화를 낸다.","1","늦을 때는 미리 연락을 해야 한다.","「미리 연락이라도…」「늦더라도 꼭 미리 알려 주세요」が女性の伝えたい中心。","",""
"182","TOPIK II (3〜6級)","듣기","듣기","t2-l-ticket","여자: 다음 주 부산 출장 비행기 표 예약하셨어요? 남자: 그게, 일이 밀리는 바람에 깜빡하고 있었어요. 여자: 어떡해요, 주말이라 표가 거의 다 나갔을 텐데요. 남자: 그러게요. 비행기가 안 되면 어쩔 수 없이 기차로라도 가야죠. 지금 바로 알아볼게요.","内容と同じものを選んでください。","남자는 아직 출장 표를 예약하지 못했다.","남자는 이미 비행기 표를 예약해 두었다.","두 사람은 함께 부산으로 출장을 간다.","여자가 남자 대신 표를 예약하기로 했다.","1","남자는 아직 출장 표를 예약하지 못했다.","「깜빡하고 있었어요」「지금 바로 알아볼게요」より、まだ予約していない。","",""
"183","TOPIK II (3〜6級)","듣기","듣기","t2-l-movie","남자: 그렇게 보고 싶다던 영화, 어제 드디어 봤어요? 여자: 네, 봤는데 기대를 너무 많이 한 탓인지 좀 실망했어요. 남자: 평점은 꽤 높던데요. 여자: 배우들 연기는 좋았는데, 이야기가 뻔해서 끝이 다 예상되더라고요. 차라리 책으로 읽었으면 좋았을 것 같아요.","女性が映画について思っていることは何ですか。","배우는 좋았지만 이야기가 뻔해서 아쉬웠다.","배우들의 연기가 기대에 못 미쳤다.","평점이 낮아서 처음부터 기대하지 않았다.","결말을 예상하지 못해서 더 재미있었다.","1","배우는 좋았지만 이야기가 뻔해서 아쉬웠다.","「배우들 연기는 좋았는데 이야기가 뻔해서…예상되더라고요」が女性の感想と一致。","",""
"184","TOPIK II (3〜6級)","듣기","듣기","t2-l-rest-mind","여자: 이번 프로젝트 끝나면 바로 다음 일까지 맡게 됐어요. 쉴 틈이 없네요. 남자: 그렇게 무리하다간 결국 몸이 먼저 탈 나기 마련이에요. 여자: 그래도 기회가 왔을 때 열심히 해야 하잖아요. 남자: 물론 중요하죠. 그런데 건강을 잃으면 그 기회도 다 소용없는 셈이에요. 일도 좀 쉬어 가면서 해요.","男性の中心となる考えを選んでください。","기회도 중요하지만 건강을 먼저 챙겨야 한다.","기회가 왔을 때는 무리해서라도 일해야 한다.","건강보다 일의 성과가 더 중요하다.","쉬지 않고 일해야 좋은 기회를 잡는다.","1","기회도 중요하지만 건강을 먼저 챙겨야 한다.","「건강을 잃으면 그 기회도 다 소용없는 셈」「쉬어 가면서 해요」が中心。","",""
"185","TOPIK II (3〜6級)","듣기","듣기","t2-l-library","여자: 이 책 두 권을 빌리고 싶은데요. 남자: 학생증 보여 주시겠어요? 그런데 이 책은 다음 주에 시험이 있어서 그런지 대출이 많아 지금 한 권은 다 나갔네요. 여자: 그럼 언제쯤 빌릴 수 있을까요? 남자: 예약을 걸어 두시면 책이 들어오는 대로 문자로 알려 드릴게요.","内容と同じものを選んでください。","여자가 원하는 책 한 권은 지금 빌릴 수 없다.","여자는 학생증이 없어서 책을 못 빌린다.","책 두 권을 모두 바로 대출할 수 있다.","남자가 책을 직접 집까지 보내 준다.","1","여자가 원하는 책 한 권은 지금 빌릴 수 없다.","「한 권은 다 나갔네요」より、希望の本のうち一冊は今借りられない。","",""
"186","TOPIK II (3〜6級)","듣기","듣기","t2-l-invite","남자: 민수 씨, 이번 주말에 시간 괜찮으면 같이 미술관에 가지 않을래요? 친구한테 표를 두 장 받았는데 혼자 가기는 좀 그래서요. 여자: 가고 싶긴 한데, 요즘 회사 일이 너무 바빠서 주말에도 출근해야 할 것 같아요. 남자: 그래요? 그럼 무리하지 말고, 다음에 일이 좀 한가해지면 그때 같이 가요. 표는 다음 달까지 쓸 수 있으니까 괜찮아요. 여자: 정말요? 그렇게 말해 주니까 고마워요. 다음 달엔 꼭 같이 가요.","男性の態度として最も適切なものを選んでください。","상대방의 사정을 배려하고 있다.","약속을 어긴 것을 사과하고 있다.","상대방의 결정을 못마땅해하고 있다.","표를 빨리 쓰자고 재촉하고 있다.","1","상대방의 사정을 배려하고 있다.","「무리하지 말고 다음에」「표는 다음 달까지 쓸 수 있으니까 괜찮아요」と相手の忙しさを気遣っており、配慮する態度。","",""
"187","TOPIK II (3〜6級)","듣기","듣기","t2-l-report","여자: 과장님, 어제 부탁하신 보고서를 사장님께 직접 드리려고 했는데, 출장 가시는 바람에 못 드렸어요. 남자: 아, 사장님 오늘부터 지방 출장이시죠. 그럼 메일로 보내 드리는 게 낫겠네요. 여자: 그런데 보고서에 사장님 사인이 꼭 필요한 부분이 있어서요. 남자: 그럼 일단 메일로 보내서 내용은 미리 확인하시게 하고, 사인은 돌아오신 다음에 받는 걸로 하죠. 여자: 알겠습니다. 그렇게 처리할게요.","女性がこのあとすることとして正しいものを選んでください。","보고서를 메일로 먼저 보낸다.","사장님이 출장에서 돌아올 때까지 기다린다.","보고서의 내용을 처음부터 다시 쓴다.","과장님에게 직접 사인을 받는다.","1","보고서를 메일로 먼저 보낸다.","「일단 메일로 보내서 내용은 미리 확인하시게」に「그렇게 처리할게요」と同意。まずメールで送るのが正解。","",""
"188","TOPIK II (3〜6級)","듣기","듣기","t2-l-korean","남자: 수미 씨, 한국어 정말 자연스러워졌네요. 배운 지 얼마나 됐어요? 여자: 이제 막 이 년 됐어요. 처음엔 말하기가 너무 어려워서 입도 잘 안 떨어졌는데, 한국 친구들이랑 매일 통화하다 보니까 어느새 많이 늘더라고요. 남자: 역시 직접 부딪치는 게 최고네요. 문법은 따로 공부 안 했어요? 여자: 문법책도 봤지만, 사실 대화하면서 자연스럽게 익힌 게 더 기억에 오래 남는 것 같아요.","女性の中心となる考えを選んでください。","외국어는 직접 사용하면서 익히는 것이 효과적이다.","외국어는 문법책으로만 공부해야 한다.","한국어는 이 년이면 누구나 잘할 수 있다.","말하기보다 듣기를 먼저 공부해야 한다.","1","외국어는 직접 사용하면서 익히는 것이 효과적이다.","「매일 통화하다 보니 늘었다」「대화하면서 익힌 게 더 오래 남는다」→ 直接使って身につけるのが効果的という考え。","",""
"189","TOPIK II (3〜6級)","듣기","듣기","t2-l-book-mind","여자: 요즘은 다들 휴대폰만 보느라고 책은 거의 안 읽는 것 같아요. 남자: 그렇긴 하죠. 그런데 저는 아무리 영상이 편하더라도 책만 한 게 없다고 생각해요. 여자: 책이 좋은 건 알지만, 시간 내서 읽기가 쉽지 않잖아요. 남자: 그래서 저는 하루에 딱 십 분씩이라도 읽으려고 해요. 짧아도 매일 읽다 보면 생각하는 힘이 길러지거든요. 그렇게 쌓인 게 결국 큰 차이를 만드는 것 같아요.","男性の中心となる考えを選んでください。","짧게라도 꾸준히 책을 읽는 것이 중요하다.","영상이 책보다 정보 전달에 더 효과적이다.","바쁜 사람은 책을 읽지 않아도 된다.","책은 한 번에 많이 읽어야 도움이 된다.","1","짧게라도 꾸준히 책을 읽는 것이 중요하다.","「하루에 십 분씩이라도」「매일 읽다 보면 생각하는 힘이」→ 短くても続けて読むのが大事という考え。","",""
"190","TOPIK II (3〜6級)","듣기","듣기","t2-l-praise","여자: 민호 씨, 오늘 발표 정말 인상적이었어요. 자료도 깔끔하고 설명도 쉽게 잘하시던데요. 남자: 과찬이세요. 사실 어제 밤늦게까지 자료 만드느라고 한숨도 못 잤어요. 여자: 어쩐지요. 그렇게 준비했으니까 그렇게 잘할 수밖에 없었네요. 남자: 그래도 이렇게 좋게 봐 주시니까 그동안 고생한 보람이 있는 것 같아요.","男性の心情として最も適切なものを選んでください。","노력을 인정받아 뿌듯해하고 있다.","발표를 망쳐서 후회하고 있다.","칭찬이 부담스러워 화가 나 있다.","준비할 시간이 없어 초조해하고 있다.","1","노력을 인정받아 뿌듯해하고 있다.","「고생한 보람이 있다」と、努力が認められて誇らしく満ち足りた心情。","",""
"191","TOPIK II (3〜6級)","듣기","듣기","t2-l-clinic","남자: 어떻게 오셨어요? 여자: 사흘 전부터 목이 붓고 열이 나서요. 약국에서 약을 사 먹었는데도 좀처럼 낫질 않더라고요. 남자: 어디 봅시다. 입을 한번 크게 벌려 보세요. 음, 목이 많이 부었네요. 감기인 줄 알고 두셨다가는 더 심해질 뻔했어요. 여자: 그렇게 심한가요? 남자: 일단 주사 한 대 맞으시고, 사흘 치 약을 처방해 드릴 테니까 꼭 챙겨 드세요.","内容と同じものを選んでください。","여자는 약을 먹었지만 낫지 않았다.","여자는 오늘 처음 목이 아프기 시작했다.","남자는 여자에게 약을 팔고 있다.","여자의 증상은 가벼워서 치료가 필요 없다.","1","여자는 약을 먹었지만 낫지 않았다.","「약국에서 약을 사 먹었는데도 낫질 않더라고요」と一致。薬を飲んだが治らなかった。","",""
"192","TOPIK II (3〜6級)","듣기","듣기","t2-l-gimbap","여자: 내일 동호회 모임에 음식을 좀 만들어 가려고 하는데, 뭐가 좋을까요? 남자: 사람도 많을 텐데 김밥이 어때요? 손으로 집어 먹기도 편하고 다들 좋아하잖아요. 여자: 좋은 생각이네요. 그런데 제가 김밥은 한 번도 안 싸 봐서 좀 걱정돼요. 남자: 김밥은 재료만 잘 준비하면 생각보다 어렵지 않아요. 못 미더우면 오늘 저녁에 같이 한번 연습해 볼까요? 여자: 정말요? 그래 주면 너무 든든하죠. 그럼 지금 같이 재료부터 사러 가요.","内容と同じものを選んでください。","여자는 김밥을 만들어 본 적이 없다.","여자는 김밥을 자주 싸 본 적이 있다.","남자는 모임에 갈 수 없다고 했다.","두 사람은 음식을 사서 가기로 했다.","1","여자는 김밥을 만들어 본 적이 없다.","「김밥은 한 번도 안 싸 봐서」と一致。女性は海苔巻きを作ったことがない。","",""
"193","TOPIK II (3〜6級)","듣기","듣기","t2-l-phone-mind","남자: 어, 휴대폰 새로 샀네요? 디자인 예쁜데요. 여자: 네, 사실 가격이 좀 부담스러웠는데, 쓰던 게 자꾸 멈춰서 큰맘 먹고 바꿨어요. 남자: 비싼 거 산 거예요? 저는 적당히 싼 걸로 자주 바꾸는 편인데. 여자: 저는 한번 사면 몇 년씩 오래 쓰는 편이라, 좀 비싸더라도 처음부터 좋은 걸 사는 게 결국엔 더 이득인 것 같아요. 자주 바꾸면 그게 다 돈이잖아요.","女性の中心となる考えを選んでください。","오래 쓸 물건은 비싸도 좋은 것을 사는 게 낫다.","물건은 무조건 싼 것을 사는 게 이득이다.","휴대폰은 자주 바꾸는 것이 좋다.","디자인이 예쁘면 가격은 상관없다.","1","오래 쓸 물건은 비싸도 좋은 것을 사는 게 낫다.","「오래 쓰는 편이라 비싸더라도 좋은 걸 사는 게 더 이득」→ 長く使う物は高くてもいい物を買う方がよいという考え。","",""
"194","TOPIK II (3〜6級)","듣기","듣기","t2-l-reservation","남자: 여보세요, 거기 한식당이죠? 내일 저녁 일곱 시에 네 명 예약하려고 하는데요. 여자: 죄송합니다, 손님. 내일 저녁은 예약이 다 차서 일곱 시 자리는 어렵겠는데요. 여덟 시 반이라면 가능합니다. 남자: 음, 일행 중에 아이가 있어서 너무 늦으면 곤란할 것 같은데요. 혹시 창가 쪽 자리로 여섯 시 반은 안 될까요? 여자: 잠시만요. 아, 마침 여섯 시 반에 창가 자리가 하나 비네요. 그럼 그 시간으로 잡아 드릴게요.","内容と同じものを選んでください。","남자는 원래 원하던 시간에 예약하지 못했다.","남자는 저녁 여덟 시 반으로 예약했다.","식당은 내일 저녁에 자리가 많이 남아 있다.","남자는 혼자 식당에 갈 예정이다.","1","남자는 원래 원하던 시간에 예약하지 못했다.","7時は満席で、結局6時半に予約。希望していた時間には予約できなかった。","",""
"195","TOPIK II (3〜6級)","듣기","듣기","t2-l-umbrella","여자: 어, 밖에 비가 엄청 쏟아지네요. 우산 가져왔어요? 남자: 아니요, 아침에 날씨가 맑길래 그냥 나왔다가 이렇게 비를 맞게 생겼네요. 여자: 저도 접이식 우산 하나밖에 없어서 둘이 쓰기엔 좀 작은데… 그냥 비 그칠 때까지 카페에서 좀 기다렸다가 갈까요? 남자: 그게 낫겠어요. 어차피 급한 것도 아닌데, 커피라도 한잔하면서 비 그치면 그때 나가죠. 여자: 좋아요. 마침 저기 카페도 보이네요.","二人がこのあとすることとして正しいものを選んでください。","카페에서 비가 그치기를 기다린다.","작은 우산을 둘이 함께 쓰고 나간다.","편의점에서 우산을 새로 산다.","비를 맞으며 바로 집으로 간다.","1","카페에서 비가 그치기를 기다린다.","傘が小さいので「비 그칠 때까지 카페에서 기다렸다 가자」に同意。","",""
"196","TOPIK II (3〜6級)","듣기","듣기","t2-l-volunteer","남자: 요즘도 주말마다 보육원에서 봉사활동 한다면서요? 매주 가려면 힘들 텐데. 여자: 처음엔 솔직히 좀 부담스러웠는데, 막상 아이들이랑 시간을 보내다 보니까 제가 더 많이 배우는 것 같더라고요. 남자: 그래도 쉬는 날까지 시간 내기가 쉽지 않잖아요. 여자: 물론 몸은 좀 피곤하죠. 그런데 누군가에게 도움이 된다고 생각하면 오히려 일상에 활력이 생기더라고요. 그래서 저는 봉사를 받는 게 아니라 제가 받는 셈이라고 생각해요.","女性の中心となる考えとして最も適切なものを選んでください。","봉사활동은 자신에게도 의미 있는 경험이 됩니다.","봉사활동은 시간이 많은 사람만 할 수 있습니다.","봉사활동은 몸이 힘들어서 오래 하기 어렵습니다.","봉사활동은 남을 돕는 것이라 자신과는 상관없습니다.","1","봉사활동은 자신에게도 의미 있는 경험이 됩니다.","「제가 더 많이 배운다」「제가 받는 셈」→ ボランティアは自分にとっても意味のある経験だと考えている。","",""
"197","TOPIK II (3〜6級)","듣기","듣기","t2-l-delivery","여자: 저기요, 지난주에 주문한 옷이 아직도 안 와서 전화드렸어요. 남자: 아, 죄송합니다. 확인해 보니까 배송 중에 물량이 몰리는 바람에 하루 이틀 정도 늦어지고 있네요. 여자: 그래요? 사실 주말에 입으려고 미리 시킨 건데 좀 곤란하네요. 남자: 정말 죄송합니다. 대신 오늘 바로 빠른 배송으로 다시 보내 드릴 테니까 내일 오전까지는 받으실 수 있을 거예요. 여자: 그럼 그렇게 해 주세요. 꼭 내일까지는 와야 돼요.","聞いた内容と同じものを選んでください。","배송이 예정보다 늦어지고 있습니다.","여자는 옷을 아직 주문하지 않았습니다.","남자는 주문을 취소하라고 했습니다.","여자는 주문한 옷을 이미 받았습니다.","1","배송이 예정보다 늦어지고 있습니다.","「물량이 몰리는 바람에 늦어지고 있다」→ 配送が予定より遅れている。","",""
"198","TOPIK II (3〜6級)","듣기","듣기","t2-l-station","(안내방송) 손님 여러분께 안내 말씀 드립니다. 잠시 후 열한 시에 부산행 케이티엑스 열차가 삼 번 승강장에서 출발할 예정입니다. 폭설로 인해 선로 점검이 길어지는 바람에 출발이 십 분가량 지연되었으니 승객 여러분의 너른 양해 부탁드립니다. 표를 미리 준비하지 못하신 분은 매표소나 자동 발매기를 이용해 주시고, 열차에 오르신 후에는 좌석 번호를 다시 한번 확인해 주시기 바랍니다. 감사합니다.","この案内放送の内容と同じものを選んでください。","눈 때문에 열차 출발이 늦어졌습니다.","부산행 열차는 이미 출발했습니다.","표는 열차 안에서만 살 수 있습니다.","열차는 일 번 승강장에서 출발합니다.","1","눈 때문에 열차 출발이 늦어졌습니다.","「폭설로 인해 선로 점검이 길어지는 바람에 출발이 지연」→ 雪のせいで出発が遅れた。","",""
"199","TOPIK II (3〜6級)","듣기","듣기","t2-l-photo","여자: 저기 죄송한데, 저희 사진 좀 찍어 주실 수 있을까요? 남자: 그럼요. 여기 이 버튼만 누르면 되는 거죠? 여자: 네, 맞아요. 그런데 뒤에 보이는 탑이 다 나오게 좀 찍어 주시면 좋겠어요. 남자: 알겠어요. 그럼 두 분 다 조금만 앞으로 와 보세요. 이렇게 찍으면 탑이 더 잘 나오겠네요. 자, 찍습니다. 하나, 둘, 셋!","女性が男性に頼んだことは何ですか。","뒤에 있는 탑이 다 나오게 사진을 찍어 달라고 했습니다.","사진을 찍는 버튼이 어디 있는지 물어봤습니다.","탑 앞으로 자리를 옮겨 달라고 부탁했습니다.","사진을 다시 한 장 더 찍어 달라고 했습니다.","1","뒤에 있는 탑이 다 나오게 사진을 찍어 달라고 했습니다.","「뒤에 보이는 탑이 다 나오게 찍어 주시면 좋겠어요」→ 後ろの塔が全部写るように撮ってほしいと頼んだ。","",""
"200","TOPIK II (3〜6級)","듣기","듣기","t2-l-recommend","남자: 지난번에 빌려줬던 그 소설책, 다 읽었어요? 여자: 네, 사실 처음엔 별 기대 안 했는데 읽다 보니까 밤을 새울 정도로 빠져들더라고요. 남자: 그렇죠? 저도 그 작가 문체가 참 담백해서 좋더라고요. 이번에 새로 나온 책도 분위기가 비슷하던데, 관심 있으면 한번 읽어 봐요. 여자: 안 그래도 그 작가 책을 더 찾아보려던 참이었어요. 추천해 줘서 고마워요.","男性が女性に伝えようとしている内容として最も適切なものを選んでください。","같은 작가가 새로 낸 책도 읽어 보기를 권하고 있습니다.","빌려준 책을 빨리 돌려 달라고 부탁하고 있습니다.","그 작가의 문체가 마음에 들지 않는다고 말하고 있습니다.","여자에게 책을 직접 사서 보라고 충고하고 있습니다.","1","같은 작가가 새로 낸 책도 읽어 보기를 권하고 있습니다.","「새로 나온 책도 분위기가 비슷한데 한번 읽어 봐요」→ 同じ作家の新刊も勧めている。","",""
"201","TOPIK II (3〜6級)","듣기","듣기","t2-l-earlymind","여자: 저는 아무리 노력해도 아침에 일찍 일어나는 게 너무 힘들더라고요. 남자: 저도 예전엔 그랬어요. 그런데 누구나 처음엔 다 힘들기 마련이에요. 며칠만 꾸준히 하다 보면 몸이 알아서 적응하더라고요. 여자: 그래도 주말에는 좀 더 자고 싶지 않아요? 남자: 그 마음은 이해하는데, 주말까지 일정한 시간에 일어나야 리듬이 안 깨지거든요. 일찍 일어나면 하루를 길게 쓸 수 있어서 저는 오히려 시간을 버는 셈이라고 생각해요.","男性の中心となる考えとして最も適切なものを選んでください。","일찍 일어나는 습관을 꾸준히 들이는 것이 좋습니다.","주말에는 평소보다 늦게까지 자는 것이 좋습니다.","사람마다 생활 리듬이 달라 일찍 일어날 필요는 없습니다.","잠을 충분히 자는 것이 무엇보다 중요합니다.","1","일찍 일어나는 습관을 꾸준히 들이는 것이 좋습니다.","「꾸준히 하다 보면 적응한다」「주말까지 일정한 시간에」→ 早起きの習慣を続けるのが良い。","",""
"202","TOPIK II (3〜6級)","듣기","듣기","t2-l-borrow","남자: 미안한데 혹시 충전기 좀 잠깐 빌릴 수 있을까요? 발표 직전인데 하필 휴대폰 배터리가 다 돼서요. 여자: 아, 마침 제 충전기를 집에 두고 오는 바람에 저도 지금 없네요. 어떡하죠? 남자: 그럼 큰일인데. 발표 자료가 다 휴대폰에 들어 있거든요. 여자: 잠깐만요. 옆 사무실 김 대리님이 보조 배터리를 들고 다니시던데, 제가 한번 여쭤봐 드릴게요.","女性はこのあとすぐ何をしますか。","옆 사무실 사람에게 보조 배터리가 있는지 물어봅니다.","남자에게 자신의 충전기를 빌려줍니다.","집에 두고 온 충전기를 가지러 갑니다.","남자의 발표 자료를 대신 발표합니다.","1","옆 사무실 사람에게 보조 배터리가 있는지 물어봅니다.","「김 대리님이 보조 배터리를 들고 다니던데 여쭤봐 드릴게요」→ 隣の人にバッテリーがあるか聞きに行く。","",""
"203","TOPIK II (3〜6級)","듣기","듣기","t2-l-apology","여자: 어제 갑자기 약속을 못 지켜서 정말 미안해요. 한참 기다렸죠? 남자: 솔직히 연락도 없이 안 오셔서 조금 서운하긴 했어요. 여자: 그게, 퇴근하려는데 갑자기 급한 일이 생기는 바람에 도저히 빠져나올 수가 없었어요. 정신없이 일하느라 연락도 못 드렸고요. 남자: 사정이 있었군요. 그럴 수도 있죠. 다음엔 늦더라도 문자 한 통만 보내 주면 좋겠어요.","男性が女性に望んでいることは何ですか。","다음에는 늦을 것 같으면 미리 연락해 주기를 바랍니다.","앞으로는 약속 시간에 절대 늦지 말기를 바랍니다.","급한 일이 있으면 약속을 취소하기를 바랍니다.","어제 못 지킨 약속을 오늘 다시 지키기를 바랍니다.","1","다음에는 늦을 것 같으면 미리 연락해 주기를 바랍니다.","「다음엔 늦더라도 문자 한 통만 보내 주면 좋겠어요」→ 遅れそうなら事前に連絡してほしい。","",""
"204","TOPIK II (3〜6級)","듣기","듣기","t2-l-next-print","남자: 부장님, 내일 회의에 쓸 자료는 다 정리했습니다. 여자: 수고했어요. 그런데 참석자가 갑자기 늘어서 이십 부는 있어야 할 것 같은데, 넉넉하게 인쇄해 둘 수 있을까요? 남자: 알겠습니다. 그런데 지금 복합기 토너가 거의 떨어진 것 같던데, 새 토너로 갈고 나서 인쇄하겠습니다. 여자: 아, 그래요? 그럼 그것부터 먼저 처리하고 인쇄하면 되겠네요.","男性はこのあとまず何をしますか。","복합기의 토너를 새것으로 교체합니다.","회의 자료를 처음부터 다시 정리합니다.","참석자 수를 부장에게 다시 확인합니다.","회의실에 자료를 미리 가져다 놓습니다.","1","복합기의 토너를 새것으로 교체합니다.","「새 토너로 갈고 나서 인쇄하겠다」「그것부터 먼저 처리하라」→ まずトナーを交換する。","",""
"205","TOPIK II (3〜6級)","듣기","듣기","t2-l-next-call","여자: 이번 주 금요일 회식 장소는 예약했어요? 남자: 아, 깜빡하고 있었네요. 지난번에 갔던 그 고깃집으로 하면 될까요? 여자: 거기 사람이 워낙 많아서 미리 예약 안 하면 자리가 없을 텐데. 인원도 열 명이 넘잖아요. 남자: 맞다, 그렇죠. 그럼 더 늦기 전에 지금 바로 전화해서 예약해 둘게요. 여자: 네, 단체석으로 부탁한다고 꼭 말해 주세요.","男性はこのあとすぐ何をしますか。","식당에 전화해서 자리를 예약합니다.","회식에 올 사람의 수를 다시 셉니다.","지난번에 갔던 식당을 직접 찾아갑니다.","회식 장소를 다른 곳으로 바꿉니다.","1","식당에 전화해서 자리를 예약합니다.","「더 늦기 전에 지금 바로 전화해서 예약해 둘게요」→ すぐ食堂に電話して席を予約する。","",""
"206","TOPIK II (3〜6級)","듣기","듣기","t2-l-match-trip","남자: 이번 연휴에 제주도라도 다녀왔어요? 표정이 좋아 보이는데. 여자: 아니요, 사실은 비행기 표까지 다 끊어 놨었는데 출발 전날 갑자기 회사에 급한 일이 생기는 바람에 결국 못 갔어요. 남자: 저런, 표는 환불받았어요? 여자: 그게 늦게 취소해서 절반밖에 못 돌려받았어요. 그래도 집에서 밀린 잠도 자고 책도 읽으니까 그 나름대로 푹 쉰 셈이에요.","聞いた内容と同じものを選んでください。","여자는 일 때문에 여행을 가지 못했습니다.","여자는 비행기 표를 전혀 사지 않았습니다.","여자는 표를 취소하고 전액을 돌려받았습니다.","여자는 연휴에 제주도로 여행을 다녀왔습니다.","1","여자는 일 때문에 여행을 가지 못했습니다.","「급한 일이 생기는 바람에 결국 못 갔다」と言っているので、仕事のせいで旅行に行けなかった。","",""
"207","TOPIK II (3〜6級)","듣기","듣기","t2-l-match-yoga","여자: 요즘 아침마다 요가 학원 다닌다면서요? 힘들지 않아요? 남자: 솔직히 처음엔 동작이 안 따라가서 그만둘까도 했는데, 한 달쯤 꾸준히 하니까 이제 좀 적응이 되더라고요. 여자: 효과는 좀 봤어요? 남자: 네, 늘 뻐근하던 어깨가 한결 가벼워졌어요. 운동은 역시 며칠 하고 마는 게 아니라 꾸준히 해야 효과가 나는 것 같아요.","男性の中心となる考えとして最も適切なものを選んでください。","운동은 꾸준히 해야 효과가 있습니다.","요가는 처음부터 누구나 쉽게 할 수 있습니다.","어깨가 아플 때는 운동을 쉬는 것이 좋습니다.","아침보다는 저녁에 운동하는 것이 낫습니다.","1","운동은 꾸준히 해야 효과가 있습니다.","「꾸준히 해야 효과가 나는 것 같다」と述べており、運動は続けてこそ効果があるという考え。","",""
"208","TOPIK II (3〜6級)","듣기","듣기","t2-l-mind-saving","여자: 이번 달도 월급이 통장을 스쳐 지나가네요. 저축은 무슨, 쓰기도 빠듯해요. 남자: 그래도 액수가 적더라도 매달 자동이체로 조금씩 떼어 두는 게 좋아요. 여자: 만 원, 이만 원 모아 봤자 표도 안 나잖아요. 남자: 당장은 그렇게 보여도 그게 쌓이면 나중에 목돈이 되거든요. 또 일단 떼어 놓으면 그 돈은 없는 셈 치고 살게 돼서 자연스럽게 절약도 되고요.","男性の中心となる考えとして最も適切なものを選んでください。","적은 돈이라도 꾸준히 저축하는 것이 좋습니다.","목돈이 모일 때까지 저축을 미루는 게 낫습니다.","월급이 적을 때는 저축을 하지 않아도 됩니다.","저축보다는 지금 하고 싶은 일에 돈을 써야 합니다.","1","적은 돈이라도 꾸준히 저축하는 것이 좋습니다.","「적더라도 매달 조금씩 떼어 두는 게 좋다」と勧めており、少額でも続けて貯蓄するのがよいという考え。","",""
"209","TOPIK II (3〜6級)","듣기","듣기","t2-l-mind-walk","여자: 집이 회사에서 한 시간이나 걸린다면서 왜 버스를 안 타고 걸어 다녀요? 남자: 처음엔 시간 아깝다고 생각했는데, 걷다 보니까 그게 또 괜찮더라고요. 여자: 아침부터 그렇게 걸으면 출근하기도 전에 지치지 않아요? 남자: 오히려 걸으면서 그날 할 일을 머릿속으로 정리하니까 머리가 맑아져요. 운동도 되고요. 시간이 좀 들더라도 저한테는 걷는 게 훨씬 이득인 셈이에요.","男性の中心となる考えとして最も適切なものを選んでください。","걷기는 시간이 들어도 그만한 가치가 있습니다.","출근 시간을 줄이려면 걷는 것이 가장 좋습니다.","아침에 걸으면 쉽게 지쳐서 일에 방해가 됩니다.","회사가 멀면 걷기보다 버스를 타야 합니다.","1","걷기는 시간이 들어도 그만한 가치가 있습니다.","「시간이 좀 들더라도 걷는 게 훨씬 이득」と述べており、時間がかかっても歩く価値があるという考え。","",""
